epoch,lr,Train loss,Validation loss,Accuracy,IoU,Precision,Recall,Dice
0,0.01,0.6418750882148743,0.7062193155288696,0.44770732522010803,0.3782080113887787,0.3789731562137604,0.9944813251495361,0.5452411770820618
1,0.009000000000000001,0.6265356540679932,0.7021016478538513,0.4840126633644104,0.38037243485450745,0.3903142213821411,0.9374901652336121,0.5474604368209839
2,0.008000000000000002,0.6261101961135864,0.7112573981285095,0.449802964925766,0.37828385829925537,0.3795218765735626,0.9910026788711548,0.5453147292137146
3,0.007000000000000001,0.6266832947731018,0.7046136856079102,0.4618905484676361,0.38070228695869446,0.3836544454097748,0.9795398712158203,0.5478671789169312
4,0.006000000000000001,0.6254163384437561,0.7090058326721191,0.4545814096927643,0.3782394230365753,0.3807193636894226,0.9827098846435547,0.5453202724456787
5,0.005000000000000001,0.6251001954078674,0.7067069411277771,0.4786240756511688,0.381461501121521,0.3890182673931122,0.9513214230537415,0.5485461950302124
6,0.004000000000000001,0.6255656480789185,0.7010942697525024,0.4580986499786377,0.3810464143753052,0.38282859325408936,0.9874405264854431,0.5481979846954346
7,0.0030000000000000014,0.6241837739944458,0.7009056210517883,0.45713087916374207,0.38120734691619873,0.38266706466674805,0.9897072315216064,0.5483592748641968
8,0.002,0.6238552927970886,0.7014595866203308,0.4584450423717499,0.382610023021698,0.38364577293395996,0.9926973581314087,0.5497788190841675
9,0.001,0.6236987709999084,0.7010110020637512,0.4566313922405243,0.3814426064491272,0.3826518654823303,0.991473376750946,0.5486027598381042
